Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
1/29/2016,1454025600,2.42,16395,52611,76916367.375,186.137609048,639.9955,10.883,4981,339,1308,17.27,59508641167,3141700,662122614,26160.46875,
1/30/2016,1454112000,2.44,14661,53598,76942560.5,187.73984762,647.0259,10.876,5017,296,1179,17.11,67198755701,3141702,547033880,26193.125,
1/31/2016,1454198400,2.21,14166,54494,76968242.375,170.099815649,615.8746,10.696,4872,352,1135,17.63,66544976813,3141694,528433090,25681.875,
2/1/2016,1454284800,2.16,14199,55186,76994673.625,166.30849503,654.1278,10.917,5015,360,1081,16.96,66170097350,3141687,467975052,26431.25,
2/2/2016,1454371200,2.43,14291,55768,77020542.0625,187.159917212,630.3772,10.674,4955,294,1077,17.15,65763607541,3141681,463852720,25868.4375,
2/3/2016,1454457600,2.44,14274,56445,77047840.0312,187.996729676,672.6015,10.857,5199,347,1060,16.36,64138762372,3141616,454011879,27297.96875,
2/4/2016,1454544000,2.55,14371,57050,77074402.375,196.539726056,670.991,11.114,5062,335,1087,16.8,73409019027,3141737,490608958,26562.34375,
2/5/2016,1454630400,2.55,15249,57863,77100960.9688,196.60745047,670.5626,11.176,5046,355,1117,16.84,68267066894,3141759,532003821,26558.59375,
2/6/2016,1454716800,2.53,31418,58402,77127306.75,195.132086077,647.0863,10.867,4987,377,1678,17.05,131916789237,3148709,1516518359,26345.78125,
2/7/2016,1454803200,2.99,14264,58925,77153991.4375,230.690434398,670.8703,11.05,5087,334,1026,16.69,81674346130,3141675,456085675,26684.6875,
2/8/2016,1454889600,3.15,14719,59593,77180646.4375,243.119036278,700.3927,11.54,5071,344,1034,16.75,80464718771,3141641,449250211,26655.0,
2/9/2016,1454976000,3.75,15517,60346,77207117.5312,289.526690742,674.4033,11.245,5055,319,1032,16.92,124510154916,3141802,459451796,26471.09375,
2/10/2016,1455062400,4.35,17141,61635,77233278.7812,335.964762698,686.6895,11.659,4961,360,1106,17.26,141417210581,3141830,490191172,26161.25,
2/11/2016,1455148800,6.35,21440,63947,77259756.5938,490.59945437,715.549,11.994,5019,366,1280,17.02,66426480457,3141718,682060218,26477.8125,
2/12/2016,1455235200,5.38,18109,65483,77286258.625,415.800071403,689.224,11.553,5033,357,1171,16.99,62799761220,3141698,540874146,26502.03125,
2/13/2016,1455321600,5.25,19327,66901,77313140.1875,405.893985984,728.3101,12.097,5093,378,1222,16.82,57729244744,3141725,634287258,26881.5625,
2/14/2016,1455408000,5.18,16624,68010,77339469.25,400.618450715,744.6017,12.497,4990,370,1140,17.03,53479540613,3141778,514552660,26329.0625,
2/15/2016,1455494400,5.23,17159,68996,77365694.5625,404.622582562,760.8675,12.875,4975,358,1127,17.2,56788416456,3141706,545779880,26225.3125,
2/16/2016,1455580800,4.26,17549,69956,77392140.3438,329.690517864,758.1305,12.696,5025,349,1128,17.02,55814592783,3141729,589465103,26445.78125,
2/17/2016,1455667200,3.84,19990,70919,77417812.375,297.28439952,737.5344,12.722,4857,373,1265,17.5,54601880947,3143592,724546098,25672.03125,
2/18/2016,1455753600,4.35,16969,71720,77444027.2188,336.881518402,723.4539,12.182,4999,327,1109,17.1,54513971078,3141782,538282068,26214.84375,
2/19/2016,1455840000,4.46,18412,73097,77470682.6875,345.519244786,758.4649,12.651,5033,395,1157,16.91,54608221632,3141756,656406787,26655.46875,
2/20/2016,1455926400,4.37,16714,73761,77497243.4688,338.662953958,772.541,12.814,5051,345,1046,16.83,53778238540,3141824,499477626,26560.78125,
2/21/2016,1456012800,4.64,17119,75500,77523780.0312,359.710339345,776.957,12.959,5055,338,1051,16.81,54255151037,3141902,507918522,26536.5625,
2/22/2016,1456099200,5.61,18190,76417,77550537.8438,435.058517303,818.0979,13.432,5103,330,1090,16.68,59577980579,3142258,554402169,26757.8125,
2/23/2016,1456185600,5.66,18482,77363,77576707.8438,439.084166396,822.7791,13.784,4969,356,1117,17.0,61016867321,3142409,1552859093,26170.0,
2/24/2016,1456272000,6.2,19540,78179,77603134.7188,481.139435256,822.5628,13.623,5029,340,1109,16.89,58177356219,3143956,893246284,26426.875,
2/25/2016,1456358400,5.95,19503,79187,77629958.4688,461.898252889,833.5308,13.574,5128,320,1114,16.51,57464169480,3141897,568292172,26823.75,
2/26/2016,1456444800,5.97,21068,80568,77656612.5312,463.609976812,851.8002,14.049,5055,366,1289,16.76,54600904591,3143521,961624302,26654.0625,
2/27/2016,1456531200,6.3,18981,81372,77682812.375,489.401717963,871.6768,14.565,4992,327,1102,16.95,54108259575,3141967,532969743,26199.84375,
2/28/2016,1456617600,6.48,19063,82742,77709234.4062,503.555838952,889.7172,14.737,5029,341,1091,16.8,54072562583,3141769,524028419,26422.03125,
2/29/2016,1456704000,6.36,20358,84582,77734463.9375,494.391190643,868.457,14.937,4820,305,1175,17.47,58416492222,3141964,583141365,25229.53125,
3/1/2016,1456790400,7.6,21778,86447,77760945.0312,590.983182238,887.58,14.453,5052,331,1157,16.58,59690933816,3142423,588897890,26481.09375,
3/2/2016,1456876800,8.69,23562,88628,77787589.25,675.974150582,915.7752,14.99,5086,327,1199,16.58,67322497890,3142665,610077143,26644.21875,
3/3/2016,1456963200,9.35,24837,90921,77813700.5,727.558099675,945.4459,15.599,5014,288,1248,16.71,56545945782,3242101,664818999,26111.25,
3/4/2016,1457049600,9.96,24287,93327,77839585.8125,775.282274692,970.9779,16.141,4994,266,1249,16.87,53626100171,4695527,684182604,25885.3125,
3/5/2016,1457136000,10.97,27115,96435,77866168.0,854.19186296,1022.7687,16.473,5138,266,1314,16.32,47489912177,4709277,823063642,26582.1875,
3/6/2016,1457222400,11.03,27661,99307,77891567.6875,859.143991593,1030.5122,17.342,4907,258,1366,17.17,47260765636,4438141,839897699,25399.6875,
3/7/2016,1457308800,9.5,23271,101184,77917553.1562,740.216754984,1037.0411,17.164,5026,247,1218,16.8,50440843854,3875339,665621532,25985.46875,
3/8/2016,1457395200,9.87,24104,103555,77943376.2812,769.301123896,1054.0514,17.492,5017,220,1242,16.76,53596473626,4711522,724565328,25823.125,
3/9/2016,1457481600,11.57,24557,105944,77969119.5625,902.102713338,1074.1375,17.867,4989,237,1279,16.81,38089619702,4712467,722145124,25743.28125,
3/10/2016,1457568000,11.12,24814,108347,77995747.0625,867.312707335,1131.0236,18.006,5196,200,1222,16.18,30204433047,4712870,688871222,26627.5,
3/11/2016,1457654400,11.26,23124,109835,78022049.5625,878.528278074,1135.2724,18.682,5065,264,1211,16.68,29035652694,4712904,646851762,26302.5,
3/12/2016,1457740800,13.26,27887,111755,78048419.7188,1034.92204547,1189.2959,19.655,5023,321,1385,16.75,29197411911,4712924,802737599,26370.15625,
3/13/2016,1457827200,14.99,28127,113690,78075670.1875,1170.35429611,1270.7701,20.15,5186,351,1392,16.08,30820960382,4712904,838358312,27250.46875,
3/14/2016,1457913600,12.49,28528,115840,78102078.1562,975.494956172,1231.9938,20.066,5108,259,1501,16.53,28509995013,4712957,956222024,26407.96875,
3/15/2016,1458000000,13.08,29273,117680,78133301.75,1021.98358689,1259.5857,17.572,5979,391,1318,14.09,26342144976,4713075,903071543,31223.59375,
3/16/2016,1458086400,12.91,27596,119290,78164791.9062,1009.10746351,1285.0031,17.778,6025,401,1316,14.01,25523949148,4713327,892420435,31490.15625,
3/17/2016,1458172800,11.04,33531,120974,78196816.4375,863.29285347,1325.0584,18.039,6082,477,1421,13.82,27708932990,4714210,1028386837,32024.53125,
3/18/2016,1458259200,10.72,31821,122851,78228103.625,838.60527086,1327.059,18.3,5962,434,1403,14.08,26302902480,4713155,944417594,31287.1875,
3/19/2016,1458345600,10.45,34779,124108,78260182.0625,817.818902553,1376.7015,18.652,6082,494,1494,13.7,29326753003,4713287,1260165166,32078.4375,
3/20/2016,1458432000,10.07,32447,125636,78291777.2188,788.398196593,1413.2109,19.423,6027,425,1446,13.9,26655411712,4713325,1157109905,31595.15625,
3/21/2016,1458518400,11.97,32511,127167,78323160.1875,937.528227444,1392.9337,19.269,5994,419,1498,14.01,26198708915,4713399,1109953099,31382.96875,
3/22/2016,1458604800,11.02,32890,128345,78354872.0625,863.470690129,1431.5834,19.568,6071,404,1514,13.85,23516912695,4713157,1121742299,31711.875,
3/23/2016,1458691200,12.31,31786,129689,78386166.125,964.933704999,1354.125,18.766,5974,422,1529,14.04,24515668491,4713319,1225594298,31294.0625,
3/24/2016,1458777600,11.15,36947,130970,78418237.2188,874.363344989,1465.4863,19.801,6101,467,1862,13.71,24817035022,4714155,1626133605,32071.09375,
3/25/2016,1458864000,10.68,36762,132066,78450127.0625,837.847357028,1533.2559,20.872,6066,451,1621,13.78,28125320881,4713540,1312008358,31889.84375,
3/26/2016,1458950400,10.99,36646,133107,78482062.375,862.517865501,1580.9776,21.414,6095,442,1538,13.72,25100050063,4722269,1332524164,31935.3125,
3/27/2016,1459036800,10.45,29974,134131,78513693.1562,820.468093483,1607.1295,21.977,6046,409,1261,13.85,23366025518,4713640,825632165,31630.78125,
3/28/2016,1459123200,11.6,33613,135514,78544999.7188,911.121996738,1572.977,21.768,5999,386,1568,14.05,23293862605,4713570,1184635969,31306.5625,
3/29/2016,1459209600,11.69,33915,137297,78576437.5312,918.55855474,1640.0171,22.514,6010,402,1389,13.98,24748798767,4713614,979937403,31437.8125,
3/30/2016,1459296000,11.88,36767,139755,78608138.0,933.86467944,1661.3373,22.822,6047,435,1572,13.86,29356903690,4713691,1322684855,31700.46875,
3/31/2016,1459382400,11.41,32259,141814,78639526.9062,897.277002,1740.8734,23.889,6021,377,1405,13.95,23943731847,4713832,1083408441,31388.90625,
4/1/2016,1459468800,11.64,33320,142900,78671411.5938,915.735230951,1752.2564,23.749,6081,430,1493,13.75,23089731009,4713679,1086582845,31884.6875,
4/2/2016,1459555200,11.61,29358,144015,78702492.8438,913.735941916,1690.6343,23.52,5936,408,1235,14.12,22939736669,4713890,790470279,31081.25,
4/3/2016,1459641600,11.65,29588,144966,78734222.5312,917.253692489,1772.864,24.296,6035,458,1245,13.91,22705288437,4713803,801995961,31729.6875,
4/4/2016,1459728000,11.12,34907,146172,78766175.6562,875.879873298,1851.6657,25.246,6086,448,1502,13.8,23071306359,4713616,1117941655,31953.125,
4/5/2016,1459814400,10.43,39173,147380,78797750.5,821.860537715,1865.48,25.706,6033,415,1528,13.94,22855001812,4724565,1282980842,31574.84375,
4/6/2016,1459900800,10.78,32078,148499,78829013.1562,849.776761824,1844.567,25.667,6004,373,1337,14.07,23774218158,4713800,946603089,31262.65625,
4/7/2016,1459987200,10.13,31893,149643,78860180.5,798.853628465,1769.2094,24.64,5953,403,1404,14.16,22920002717,4713527,957476321,31167.34375,
4/8/2016,1460073600,9.82,34010,150453,78892094.875,774.720371673,1920.6299,26.14,6102,420,1541,13.81,23663537901,4714016,1120960125,31914.375,
4/9/2016,1460160000,9.15,31923,151383,78923008.4688,722.145527489,1931.9635,26.843,5933,375,1318,14.12,23374699345,4714039,882969880,30913.59375,
4/10/2016,1460246400,8.77,32237,152608,78954790.1875,692.433509944,1988.8526,27.084,6065,431,1281,13.82,23678330657,4713934,843594204,31781.71875,
4/11/2016,1460332800,8.71,30327,153660,78985756.75,687.965941293,1941.1691,27.012,5937,370,1262,14.14,23659454582,4713823,809577184,30966.5625,
4/12/2016,1460419200,7.48,34673,154885,79017139.5625,591.048203928,1905.1962,26.095,6015,378,1451,13.91,23059716953,4713621,1025930028,31382.8125,
4/13/2016,1460505600,8.07,36051,156088,79048625.6562,637.922409046,1982.2295,27.243,6015,415,1477,13.95,25246911318,4718004,1248480822,31486.09375,
4/14/2016,1460592000,8.48,34781,157073,79080026.75,670.59862684,2010.6356,27.545,6021,379,1406,13.91,25758426765,4718779,1121719747,31401.09375,
4/15/2016,1460678400,8.26,34959,157904,79111760.1875,653.463139149,2060.9441,28.307,6059,418,1412,13.86,22848354360,4717797,1056627642,31733.4375,
4/16/2016,1460764800,8.55,30483,158682,79143291.4375,676.675141791,2114.0102,28.881,6019,416,1215,13.93,22969314896,4714147,756208802,31531.25,
4/17/2016,1460851200,9.45,40203,159556,79174794.5625,748.201808616,2049.9112,28.221,6015,412,1917,13.91,23167419890,4721046,1201820598,31503.125,
4/18/2016,1460937600,8.87,33513,160474,79206654.0938,702.563021812,2171.2487,29.524,6055,457,1351,13.79,22692256964,4713144,907032725,31859.53125,
4/19/2016,1461024000,8.87,32622,161308,79237980.6562,702.840888421,2175.4428,30.029,5969,430,1317,14.0,22921917181,4714315,853996868,31326.5625,
4/20/2016,1461110400,8.58,32944,162317,79269812.0625,680.134987496,2203.5227,30.156,6050,453,1359,13.88,23244541703,4714212,1076546004,31831.40625,
4/21/2016,1461196800,8.13,37181,164290,79301185.9688,644.718641926,2236.3551,30.872,5990,417,1504,14.0,24583057704,4715412,1249597416,31373.90625,
4/22/2016,1461283200,7.88,31678,165351,79332762.6875,625.142169977,2164.6218,29.74,6031,415,1291,13.94,23168317793,4714064,920182050,31576.71875,
4/23/2016,1461369600,8.34,31845,166350,79364456.2812,661.899565386,2253.0424,30.869,6051,427,1270,13.89,23328772911,4714236,861316279,31693.59375,
4/24/2016,1461456000,8.03,34046,167428,79395951.2812,637.549488788,2222.16,30.604,5981,460,1433,13.95,22898306186,4714252,1015487149,31495.0,
4/25/2016,1461542400,7.52,35430,168546,79428088.3125,597.29922411,2334.1663,31.524,6104,469,1399,13.7,22894325246,4716436,1078392266,32137.03125,
4/26/2016,1461628800,7.49,32582,169724,79459376.125,595.150727176,2275.5506,31.493,5952,434,1344,14.05,24013247909,4714308,939517922,31287.8125,
4/27/2016,1461715200,7.78,33847,170969,79491251.125,618.441933752,2274.0961,31.083,6062,452,1314,13.87,22769355411,4713917,919149984,31875.0,
4/28/2016,1461801600,7.32,34343,172060,79522933.625,582.107874135,2332.609,32.024,6030,440,1408,13.88,23151110557,4714138,1012268150,31682.5,
4/29/2016,1461888000,7.51,37332,173151,79554617.2188,597.455175313,2381.196,32.661,6030,439,1423,13.88,22517844341,4713590,1063388022,31683.59375,
4/30/2016,1461974400,8.87,45769,179195,79586508.9375,705.932334276,2464.3749,33.709,6058,455,1588,13.84,23589420595,4714320,1383313281,31891.71875,
5/1/2016,1462060800,8.76,39578,181732,79617521.75,697.44949053,2483.9739,34.484,5942,370,1681,14.09,24074701211,4713107,1511731587,31012.8125,
5/2/2016,1462147200,10.02,41748,185706,79649433.3125,798.087321791,2366.3607,32.281,6080,438,1480,13.86,23735031560,4714088,1177337542,31911.5625,
5/3/2016,1462233600,9.39,37821,187283,79681224.5625,748.206698642,2514.4874,34.162,6054,448,1446,13.78,24296239464,4713737,1146450482,31791.25,
5/4/2016,1462320000,9.4,37484,188964,79712683.3125,749.299223138,2466.9919,34.166,5980,444,1498,14.04,23683442809,4713920,1201616945,31458.75,
5/5/2016,1462406400,9.78,38707,190554,79744463.3125,779.900851196,2469.4398,33.872,6037,464,1486,13.92,24293386757,4715226,1358637069,31780.0,
5/6/2016,1462492800,9.29,41271,191961,79776200.9688,741.120907,2487.3635,34.081,6022,465,1625,13.91,23038005218,4715728,1602023916,31737.65625,
5/7/2016,1462579200,9.32,35864,193317,79807774.0938,743.808454554,2479.4817,34.085,5988,468,1375,13.97,23118154788,4714065,1015648265,31573.125,
5/8/2016,1462665600,9.47,40063,194961,79839623.3125,756.081232769,2524.4188,34.463,6051,459,1530,13.83,23310345000,4714106,1261744195,31849.21875,
5/9/2016,1462752000,9.29,38560,196739,79871424.7188,742.005535637,2527.5545,34.883,6044,445,1460,13.96,23021017203,4713748,1179593620,31801.40625,
5/10/2016,1462838400,9.36,40684,198321,79903125.6562,747.893256143,2611.3974,35.703,6012,470,1481,13.85,23592720268,4714178,1210893421,31700.9375,
5/11/2016,1462924800,9.91,40811,200962,79934378.7812,792.149693722,2494.9291,34.84,5914,476,1559,14.22,23627226077,4714185,1397950926,31253.125,
5/12/2016,1463011200,10.04,45002,204086,79966635.8125,802.865023557,2570.3669,34.609,6099,493,1679,13.69,25330807567,4714093,1632935906,32257.03125,
5/13/2016,1463097600,10.52,47737,206863,79998832.5312,841.587718229,2740.3505,36.815,6064,539,1674,13.65,28093994639,4713160,1656228527,32196.71875,
5/14/2016,1463184000,10.16,45745,209138,80030500.3438,813.109883492,2678.8075,36.846,5958,534,1683,13.93,23703052414,4713397,1537818716,31667.8125,
5/15/2016,1463270400,9.95,43073,211568,80062308.9375,796.619973928,2703.4159,37.115,6015,475,1540,13.94,22439773235,4714369,1432831255,31808.59375,
5/16/2016,1463356800,11.12,37424,213318,80093820.5,890.64328396,2700.3155,37.377,5961,470,1491,14.03,22740132145,4713851,1254259751,31511.5625,
5/17/2016,1463443200,12.18,40309,215820,80126012.6875,975.934834534,2695.5977,36.463,6071,510,1515,13.74,22852181919,4714319,1284047189,32192.1875,
5/18/2016,1463529600,13.21,46033,220927,80158417.0625,1058.8926894,2776.5532,37.901,6063,532,1689,13.85,23498384260,4713459,1521937451,32404.375,
5/19/2016,1463616000,14.56,44523,224845,80190320.6562,1167.57106875,2874.0021,39.517,6011,459,1576,13.96,23539460755,4715213,1452477473,31903.59375,
5/20/2016,1463702400,13.74,45177,230158,80222410.3438,1102.25591812,2921.191,40.048,6037,478,1677,13.9,23617555647,4713841,1658172149,32089.6875,
5/21/2016,1463788800,13.97,43621,234753,80254249.875,1121.15187075,2953.0599,40.655,5981,485,1673,14.02,22932813089,4714608,1615273249,31839.53125,
5/22/2016,1463875200,14.25,38895,237169,80286506.125,1144.08271228,2939.4714,40.059,6084,460,1494,13.8,22915048414,4713821,1271624964,32256.25,
5/23/2016,1463961600,13.43,43806,239919,80318586.75,1078.67862005,2945.5758,40.332,6013,516,1568,13.91,23047905809,4714337,1325875411,32080.625,
5/24/2016,1464048000,12.67,42911,242437,80350590.0312,1018.0419757,2979.1646,41.105,6010,501,1528,14.0,23390787327,4713730,1261981585,32003.28125,
5/25/2016,1464134400,12.54,46443,245842,80382947.0625,1008.00215616,2991.9856,41.016,6029,557,1670,13.91,23119167836,4713684,1466859954,32357.03125,
5/26/2016,1464220800,12.42,51147,248713,80414991.4375,998.754193654,3081.46,41.95,6019,492,1733,13.89,22614164987,4713891,1618046432,32044.375,
5/27/2016,1464307200,11.09,49006,252987,80447313.1562,892.160702903,3061.2168,41.742,6045,527,1727,13.8,23740827315,4714074,1661028547,32321.71875,
5/28/2016,1464393600,11.71,70148,265876,80479631.75,942.416487792,3125.7879,42.704,6019,563,2436,13.85,26746665349,4714821,2961437212,32318.59375,
5/29/2016,1464480000,12.36,45890,269270,80511604.0938,995.123426599,3190.3497,43.619,6001,487,1675,13.91,23677018969,4714194,1627804887,31972.34375,
5/30/2016,1464566400,12.61,42927,271793,80543608.1562,1015.65489885,3155.462,43.392,6007,498,1543,13.92,23145863918,4713670,1408071800,32004.0625,
5/31/2016,1464652800,13.93,44386,274614,80575141.125,1122.41171587,3143.7122,43.586,5936,459,1594,14.14,22735089093,4714210,1407740921,31532.96875,
6/1/2016,1464739200,13.83,42221,277124,80607285.3438,1114.7987563,3063.31,42.0,6039,483,1562,13.88,22687558792,4713960,1425852805,32144.21875,
6/2/2016,1464825600,13.79,39666,279202,80639467.5312,1112.01825726,3147.8944,42.903,6072,454,1453,13.86,22831513081,4714600,1156113110,32182.1875,
6/3/2016,1464912000,13.82,39834,281283,80671739.7188,1114.88344291,3308.693,44.992,6029,526,1429,13.81,22754854055,4714078,1136334398,32272.1875,
6/4/2016,1464998400,13.74,37875,283172,80703881.2812,1108.8713288,3298.56,44.999,6016,506,1409,13.85,22562926511,4715007,1107944429,32141.5625,
6/5/2016,1465084800,13.9,37896,285007,80735464.4062,1122.22295525,3255.0754,44.881,5963,440,1396,13.99,22634657554,4714409,1076614254,31583.125,
6/6/2016,1465171200,13.99,38957,287195,80767836.2812,1129.94202957,3351.4061,45.278,6108,460,1426,13.69,23217826841,4714589,1140974452,32371.875,
6/7/2016,1465257600,14.46,46141,293517,80799782.2188,1168.36485088,3360.3335,46.207,5990,490,1693,13.95,23737534493,4719063,2845963523,31945.9375,
6/8/2016,1465344000,14.46,40433,295834,80832085.1875,1168.83195181,3370.3852,45.851,6091,463,1437,13.79,23042966451,4714509,1263496163,32302.96875,
6/9/2016,1465430400,14.46,39854,298208,80864311.125,1169.29793887,3545.2821,48.158,6092,438,1477,13.75,22658862386,4714373,1294746453,32225.9375,
6/10/2016,1465516800,13.97,40145,300769,80895475.3438,1130.10979055,3343.8621,46.862,5902,411,1437,14.21,22804128940,4714931,1302395289,31164.21875,
6/11/2016,1465603200,14.09,36901,303280,80927850.8125,1140.27341795,3473.5992,46.817,6114,447,1382,13.68,22375029283,4713180,1248713565,32375.46875,
6/12/2016,1465689600,15.65,42581,306177,80960067.6875,1267.02505931,3454.4361,47.368,6065,468,1463,13.86,22951154962,4715962,1301471081,32216.875,
6/13/2016,1465776000,17.6,46185,311130,80992291.9062,1425.46433755,3595.9303,49.146,6084,447,1599,13.85,22759240658,4714085,1682028208,32224.21875,
6/14/2016,1465862400,18.68,50335,315391,81024437.375,1513.53649017,3640.3548,49.64,6035,491,1713,13.82,22856579441,4714591,1750832772,32145.46875,
6/15/2016,1465948800,18.36,43251,318367,81056304.4062,1488.1937489,3635.0092,49.734,6007,453,1523,13.91,22714226454,4714394,1386896176,31867.03125,
6/16/2016,1466035200,20.75,43392,323909,81088182.0625,1682.5797778,3607.392,49.685,6015,449,1604,13.97,23212696396,4712945,1814513168,31877.65625,
6/17/2016,1466121600,15.39,66558,337984,81121598.4688,1248.46140043,3500.2236,48.375,5849,1053,2138,14.03,24632069593,4749209,9699231882,33416.40625,
6/18/2016,1466208000,11.41,63083,352687,81155985.6562,925.989796338,3366.6746,45.685,5889,1230,2044,13.76,24843768913,4714242,13050992504,34387.1875,
6/19/2016,1466294400,12.34,51035,359236,81189181.125,1001.87449508,3728.4821,49.439,6222,515,1624,13.43,22736174769,4713312,2537463020,33195.46875,
6/20/2016,1466380800,11.8,47118,364968,81220895.9688,958.406572431,3698.1504,51.171,5949,491,1709,14.03,22691090048,4713085,2430847865,31714.84375,
6/21/2016,1466467200,12.81,47323,369392,81252884.4062,1040.84944924,3631.418,49.999,5999,490,1629,13.97,25068845210,4713173,2852692046,31988.4375,
6/22/2016,1466553600,13.13,48615,375128,81285555.0312,1067.27933756,3789.5576,51.004,6139,492,1614,13.65,23017973391,4712996,2305841686,32670.625,
6/23/2016,1466640000,13.65,41908,378661,81317403.1562,1109.98255308,3855.5441,53.457,6003,452,1513,14.01,22617185981,4712945,1467850211,31848.125,
6/24/2016,1466726400,14.25,45331,382466,81349575.0312,1159.2314442,3872.1134,52.792,6042,484,1638,13.84,22376397200,4713445,1836377741,32171.875,
6/25/2016,1466812800,14.3,36684,384815,81381260.9688,1163.75203185,3858.2335,53.446,5998,422,1415,13.98,22497935939,4710953,1301309403,31685.9375,
6/26/2016,1466899200,13.74,41613,387234,81413575.6562,1118.62252952,3953.8207,53.892,6052,506,1453,13.85,22141167067,4202711,1272219947,32314.6875,
6/27/2016,1466985600,13.95,39663,389903,81445670.5,1136.16710347,4028.7283,55.306,6052,455,1410,13.89,22312348466,3143761,1279888878,32094.84375,
6/28/2016,1467072000,12.04,43089,393251,81477831.9062,980.993096151,4098.3325,55.833,6067,457,1482,13.8,22584213073,3271202,1469765402,32161.40625,
6/29/2016,1467158400,12.89,49897,396171,81509701.9062,1050.66005757,3987.5764,54.938,5991,480,1792,14.01,22918582594,4712216,2550844106,31870.0,
6/30/2016,1467244800,12.44,63952,398289,81541688.0,1014.37859872,3985.283,54.999,5985,515,2367,13.97,22446491113,4713204,4044720907,31986.09375,
7/1/2016,1467331200,12.29,40085,401254,81574306.2812,1002.5482242,4079.6463,55.25,6127,497,1380,13.71,22618172634,4712682,2158272351,32618.28125,
7/2/2016,1467417600,12.08,39257,403829,81606222.8438,985.803171952,4128.3988,56.612,6003,478,1382,13.95,22174765936,4713667,1122621260,31916.5625,
7/3/2016,1467504000,11.87,39757,407099,81638262.5312,969.046176246,4218.2585,57.749,6045,454,1404,13.91,22438609328,4713560,1427198980,32039.6875,
7/4/2016,1467590400,11.38,39950,409961,81670403.4688,929.409191474,4220.1757,57.434,6067,450,1415,13.85,22445903080,4712411,1224175371,32140.9375,
7/5/2016,1467676800,10.36,39270,413875,81701981.2812,846.432526074,4207.4557,58.422,5949,462,1470,14.11,22791928270,4711458,1368607917,31577.8125,
7/6/2016,1467763200,10.5,37900,416917,81734336.125,858.210529312,4197.2067,57.054,6088,479,1409,13.75,22376280596,4711333,1382496660,32354.84375,
7/7/2016,1467849600,10.03,40433,420028,81766232.0625,820.115307587,4204.9805,57.701,6036,434,1414,13.93,22363551641,4711678,1218807221,31895.9375,
7/8/2016,1467936000,11.23,42506,423126,81798181.5938,918.593579298,4178.4236,57.863,5996,493,1581,14.01,22368208463,4711337,1841766935,31949.53125,
7/9/2016,1468022400,10.91,40410,427153,81830979.7188,892.775988732,4178.8499,56.397,6126,548,1417,13.71,22412574674,4711317,2334633560,32798.125,
7/10/2016,1468108800,10.93,39358,430282,81862945.1875,894.761990899,4246.1162,58.464,6046,435,1407,13.92,22296567527,4711269,1282671816,31965.46875,
7/11/2016,1468195200,10.55,38582,432814,81894930.5,863.991516775,4316.679,59.261,6029,466,1421,13.87,22505333819,4711087,1300828006,31985.3125,
7/12/2016,1468281600,10.54,40811,436469,81926691.5938,863.507329398,4341.3838,59.737,6006,435,1567,13.99,22440652514,4711258,1519722103,31761.09375,
7/13/2016,1468368000,10.46,35740,439291,81958850.1875,857.289572961,4376.3964,59.851,6086,435,1357,13.85,22106770557,4710676,1149799735,32158.59375,
7/14/2016,1468454400,11.51,42809,442427,81990660.9688,943.71250775,4336.1406,59.835,6001,457,1536,13.96,22324847989,4710269,1486527204,31810.78125,
7/15/2016,1468540800,11.98,41110,445925,82022545.6562,982.630096962,4244.7849,58.712,5988,490,1457,14.04,22150401292,4709863,1357561838,31884.6875,
7/16/2016,1468627200,11.67,38062,448149,82054716.125,957.578537179,4308.5953,58.591,6081,447,1349,13.78,22453905433,4711033,1093312003,32170.46875,
7/17/2016,1468713600,11.24,33914,449627,82086493.4688,922.652186589,4336.7179,59.611,6029,415,1264,13.94,22385907496,4710029,894579244,31777.34375,
7/18/2016,1468800000,11.03,39198,452120,82118991.5938,905.772477279,4437.5176,59.774,6109,496,1397,13.69,22194304300,4709453,1183112877,32498.125,
7/19/2016,1468886400,11.71,44184,455066,82150765.5,961.985464005,4369.9745,60.393,5970,489,1502,14.0,21817375021,4712214,1362771496,31773.90625,
7/20/2016,1468972800,12.52,50631,459828,82182680.3438,1028.9271579,4277.1166,58.929,5946,543,1718,14.05,22553228644,4711461,3608686150,31914.84375,
7/21/2016,1469059200,12.6,44882,463245,82215464.0938,1035.91484758,4437.1791,59.763,6154,500,1522,13.65,22496025782,4710519,1572084963,32783.75,
7/22/2016,1469145600,14.79,48458,467682,82247154.7188,1216.43541829,4291.8557,59.596,5957,472,1641,14.08,22388524770,4711014,1736914290,31690.625,
7/23/2016,1469232000,14.31,45006,471467,82279549.7188,1177.42035648,4449.4236,60.797,6093,472,1496,13.84,22644090502,4710949,1486891308,32395.0,
7/24/2016,1469318400,12.66,58215,475286,82311025.9688,1042.05758876,4372.8166,60.912,5937,444,1797,14.16,23334840904,4710831,1623408980,31476.25,
7/25/2016,1469404800,13.78,54856,479819,82343017.5312,1134.68678158,4225.539,58.041,6030,450,1737,13.94,23055593809,4711126,1754648808,31991.5625,
